"Date","Price","Open","High","Low","Vol.","Change %"
"22/11/2013","1335.9","1342.2","1342.2","1299.6","3.02M","-0.32%"
"21/11/2013","1340.2","1355.2","1355.2","1332.5","3.18M","-1.43%"
"20/11/2013","1359.6","1348","1369.8","1345.6","2.96M","0.32%"
"19/11/2013","1355.2","1383.3","1383.3","1351.9","2.93M","-2.68%"
"18/11/2013","1392.5","1385.7","1399.3","1369.3","2.10M","0.59%"
"15/11/2013","1384.3","1374.1","1395.4","1343.1","2.96M","1.38%"
"14/11/2013","1365.4","1385.7","1392","1341.7","3.93M","0.14%"
"13/11/2013","1363.5","1387.7","1397.8","1357.7","4.20M","-2.22%"
"12/11/2013","1394.5","1424.5","1447.2","1390.6","4.70M","-2.27%"
"11/11/2013","1426.9","1447.2","1447.2","1415.3","2.80M","-1.24%"
"08/11/2013","1444.8","1448.2","1457.4","1416.7","3.56M","-1.29%"
"07/11/2013","1463.7","1504.3","1532.9","1455.9","4.35M","-2.80%"
"06/11/2013","1505.8","1484","1514.5","1484","3.64M","1.27%"
"05/11/2013","1486.9","1459.8","1499","1455.9","5.04M","2.78%"
"04/11/2013","1446.7","1414.8","1451.6","1414.8","2.28M","2.36%"
"01/11/2013","1413.3","1444.8","1448.3","1408.5","3.96M","-1.68%"
"31/10/2013","1437.5","1474.8","1477.7","1434.6","3.85M","-3.20%"
"30/10/2013","1485","1477.2","1485","1468","3.31M","1.09%"
"29/10/2013","1469","1460.8","1470.4","1448.7","2.32M","0.13%"
"28/10/2013","1467.1","1471.4","1478.2","1443.8","2.97M","0.50%"
"25/10/2013","1459.8","1452.1","1460.8","1442.4","2.62M","0.13%"
"24/10/2013","1457.9","1456.9","1464.6","1446.7","2.71M","0.74%"
"23/10/2013","1447.2","1503.4","1506.3","1438.5","4.22M","-3.92%"
"22/10/2013","1506.3","1485.9","1530.9","1472.9","4.02M","1.27%"
"21/10/2013","1487.4","1482.5","1500","1474.3","3.38M","0.30%"
"18/10/2013","1483","1511.1","1511.1","1457.9","3.47M","-1.36%"
"17/10/2013","1503.4","1494.6","1507.7","1485","2.17M","-0.42%"
"16/10/2013","1509.7","1507.2","1518.8","1481.1","2.66M","-0.60%"
"15/10/2013","1518.8","1486.9","1523.7","1486.9","2.63M","2.98%"
"14/10/2013","1474.8","1457.9","1476.3","1442.9","2.16M","0.76%"
"11/10/2013","1463.7","1434.6","1470.4","1394","2.48M","2.44%"
"10/10/2013","1428.8","1406.1","1436.1","1394","2.59M","1.90%"
"09/10/2013","1402.2","1420.1","1425.9","1393","2.02M","-1.06%"
"08/10/2013","1417.2","1431.2","1435.6","1412.8","2.37M","-1.45%"
"07/10/2013","1438","1435.6","1438","1411.3","1.91M","-0.37%"
"04/10/2013","1443.3","1419.1","1450.5","1408.5","2.31M","1.26%"
"03/10/2013","1425.4","1450.6","1470.4","1420.1","2.10M","-2.00%"
"02/10/2013","1454.5","1434.1","1458.8","1406.6","3.20M","1.22%"
"01/10/2013","1437","1467.5","1476.7","1412.4","3.10M","-2.21%"
"30/09/2013","1469.5","1469","1469.5","1443.8","2.66M","-1.43%"
"27/09/2013","1490.8","1513","1517.9","1464.6","2.97M","-1.88%"
"26/09/2013","1519.3","1519.8","1532.9","1499","2.83M","-0.51%"
"25/09/2013","1527.1","1495.6","1533.4","1495.6","3.67M","2.07%"
"24/09/2013","1496.1","1515.9","1520.3","1489.8","2.78M","-1.78%"
"23/09/2013","1523.2","1539.2","1544.5","1506.3","2.29M","-1.10%"
"20/09/2013","1540.1","1573.1","1575","1534.3","4.45M","-2.69%"
"19/09/2013","1582.7","1592.4","1609.4","1575","4.51M","3.64%"
